"volunteernumber" "activity" "feature" "mean"
14 "STANDING" "Body Accelerometer Magnitude" -0.942426838541667
14 "STANDING" "Body Gyroscope" -0.714080992054097
14 "STANDING" "Body Gyroscope Jerk" -0.518660242068861
14 "STANDING" "Body Gyroscope Jerk Magnitude" -0.96922561025
14 "STANDING" "Body Gyroscope Magnitude" -0.938544336333333
14 "STANDING" "Gravity Accelerometer" -0.428015280583333
14 "STANDING" "Gravity Accelerometer Magnitude" -0.94009621225
14 "WALKING" "Body Accelerometer" -0.116587599342232
14 "WALKING" "Body Accelerometer Jerk" -0.315641007870946
14 "WALKING" "Body Accelerometer Jerk Magnitude" -0.425514383983051
14 "WALKING" "Body Accelerometer Magnitude" -0.334804270021186
14 "WALKING" "Body Gyroscope" -0.203406448071723
14 "WALKING" "Body Gyroscope Jerk" -0.299853483474653
14 "WALKING" "Body Gyroscope Jerk Magnitude" -0.593178239745763
14 "WALKING" "Body Gyroscope Magnitude" -0.228875418398305
14 "WALKING" "Gravity Accelerometer" -0.461104319943503
14 "WALKING" "Gravity Accelerometer Magnitude" -0.254105149788136
14 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.20313381535813
14 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" 0.0103637550489074
14 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.152638969659222
14 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.316133341372778
14 "WALKING_DOWNSTAIRS" "Body Gyroscope" 0.00609107004633333
14 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.16236860023
14 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.290365361207556
14 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.0507146791206111
14 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.42665069637037
14 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.306971814744444
14 "WALKING_UPSTAIRS" "Body Accelerometer" 0.113276263771096
14 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.26136230874213
14 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.32983552146713
14 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.0247248837513889
14 "WALKING_UPSTAIRS" "Body Gyroscope" 0.0899287563789352
14 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.256778797596296
14 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.476988983014352
14 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" 0.237818482152778
14 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.473453142376543
14 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" 0.060169767775
15 "LAYING" "Body Accelerometer" -0.704880212076146
15 "LAYING" "Body Accelerometer Jerk" -0.725933487679352
15 "LAYING" "Body Accelerometer Jerk Magnitude" -0.974936497916667
15 "LAYING" "Body Accelerometer Magnitude" -0.950041090868056
15 "LAYING" "Body Gyroscope" -0.716361895295255
15 "LAYING" "Body Gyroscope Jerk" -0.52346793085787
15 "LAYING" "Body Gyroscope Jerk Magnitude" -0.976314657916667
15 "LAYING" "Body Gyroscope Magnitude" -0.934785755520833
15 "LAYING" "Gravity Accelerometer" -0.367987680726852
15 "LAYING" "Gravity Accelerometer Magnitude" -0.949327384722222
15 "SITTING" "Body Accelerometer" -0.704360958521751
15 "SITTING" "Body Accelerometer Jerk" -0.732839381901912
15 "SITTING" "Body Accelerometer Jerk Magnitude" -0.984678136610169
15 "SITTING" "Body Accelerometer Magnitude" -0.946898920330508
15 "SITTING" "Body Gyroscope" -0.734233342760876
15 "SITTING" "Body Gyroscope Jerk" -0.526421028611836
15 "SITTING" "Body Gyroscope Jerk Magnitude" -0.990398461101695
15 "SITTING" "Body Gyroscope Magnitude" -0.964486777881356
15 "SITTING" "Gravity Accelerometer" -0.295854454563672
15 "SITTING" "Gravity Accelerometer Magnitude" -0.948323870932203
15 "STANDING" "Body Accelerometer" -0.706805578147956
15 "STANDING" "Body Accelerometer Jerk" -0.728588446315791
15 "STANDING" "Body Accelerometer Jerk Magnitude" -0.980188199622641
15 "STANDING" "Body Accelerometer Magnitude" -0.955087359764151
15 "STANDING" "Body Gyroscope" -0.72384018140794
15 "STANDING" "Body Gyroscope Jerk" -0.523067129430189
15 "STANDING" "Body Gyroscope Jerk Magnitude" -0.982339426698113
15 "STANDING" "Body Gyroscope Magnitude" -0.940955090943396
15 "STANDING" "Gravity Accelerometer" -0.341252815440252
15 "STANDING" "Gravity Accelerometer Magnitude" -0.954904024433962
15 "WALKING" "Body Accelerometer" -0.175735789758827
15 "WALKING" "Body Accelerometer Jerk" -0.27449758807835
15 "WALKING" "Body Accelerometer Jerk Magnitude" -0.315591657097222
15 "WALKING" "Body Accelerometer Magnitude" -0.310973502325694
15 "WALKING" "Body Gyroscope" -0.315565222271111
15 "WALKING" "Body Gyroscope Jerk" -0.293643352201173
15 "WALKING" "Body Gyroscope Jerk Magnitude" -0.620212695324074
15 "WALKING" "Body Gyroscope Magnitude" -0.410106548953704
15 "WALKING" "Gravity Accelerometer" -0.352361795407407
15 "WALKING" "Gravity Accelerometer Magnitude" -0.255196487416667
15 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.0705825833648611
15 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.0707096031126389
15 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.107821547161488
15 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.289481950666667
15 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.242652499601091
15 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.259533863059524
15 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.557993838571429
15 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.282305467506548
15 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.326463092912024
15 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.336826697630952
15 "WALKING_UPSTAIRS" "Body Accelerometer" -0.114889355885764
15 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.316201038690712
15 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.320671003635417
15 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.139606275249479
15 "WALKING_UPSTAIRS" "Body Gyroscope" -0.313706281827726
15 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.367374543929167
15 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.734279701875
15 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.312981429685938
15 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.352844259256944
15 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.068761806103125
16 "LAYING" "Body Accelerometer" -0.710115204501119
16 "LAYING" "Body Accelerometer Jerk" -0.732793487645899
16 "LAYING" "Body Accelerometer Jerk Magnitude" -0.987750586321429
16 "LAYING" "Body Accelerometer Magnitude" -0.961465744928571
16 "LAYING" "Body Gyroscope" -0.736255606885714
16 "LAYING" "Body Gyroscope Jerk" -0.527334890240714
16 "LAYING" "Body Gyroscope Jerk Magnitude" -0.988951407642857
16 "LAYING" "Body Gyroscope Magnitude" -0.960005464678571
16 "LAYING" "Gravity Accelerometer" -0.371760229992857
16 "LAYING" "Gravity Accelerometer Magnitude" -0.959865281285714
16 "SITTING" "Body Accelerometer" -0.706346159880072
16 "SITTING" "Body Accelerometer Jerk" -0.733118070148756
16 "SITTING" "Body Accelerometer Jerk Magnitude" -0.984311805978261
16 "SITTING" "Body Accelerometer Magnitude" -0.950963661913043
16 "SITTING" "Body Gyroscope" -0.727075075467995
16 "SITTING" "Body Gyroscope Jerk" -0.528027316941546
16 "SITTING" "Body Gyroscope Jerk Magnitude" -0.989393836050725
16 "SITTING" "Body Gyroscope Magnitude" -0.944320999130435
16 "SITTING" "Gravity Accelerometer" -0.324809611282126
16 "SITTING" "Gravity Accelerometer Magnitude" -0.951465458405797
16 "STANDING" "Body Accelerometer" -0.713680060231731
16 "STANDING" "Body Accelerometer Jerk" -0.733755183694841
16 "STANDING" "Body Accelerometer Jerk Magnitude" -0.987095546826923
16 "STANDING" "Body Accelerometer Magnitude" -0.963874862403846
16 "STANDING" "Body Gyroscope" -0.735331846238782
16 "STANDING" "Body Gyroscope Jerk" -0.528238228829915
16 "STANDING" "Body Gyroscope Jerk Magnitude" -0.991375808557692
16 "STANDING" "Body Gyroscope Magnitude" -0.968914328717949
16 "STANDING" "Gravity Accelerometer" -0.368085229952991
16 "STANDING" "Gravity Accelerometer Magnitude" -0.963621659807692
16 "WALKING" "Body Accelerometer" -0.219738990747075
16 "WALKING" "Body Accelerometer Jerk" -0.315239451003431
16 "WALKING" "Body Accelerometer Jerk Magnitude" -0.396564323137255
16 "WALKING" "Body Accelerometer Magnitude" -0.433297547156863
16 "WALKING" "Body Gyroscope" -0.414368602647451
16 "WALKING" "Body Gyroscope Jerk" -0.361165992461438
16 "WALKING" "Body Gyroscope Jerk Magnitude" -0.715189854117647
16 "WALKING" "Body Gyroscope Magnitude" -0.635343969852941
16 "WALKING" "Gravity Accelerometer" -0.379306034545752
16 "WALKING" "Gravity Accelerometer Magnitude" -0.365287980784314
16 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.00858448416620567
16 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.173182083661667
16 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.102696735848138
16 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.092720476213883
16 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.355538683534752
16 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.328269613184965
16 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.602465451382979
16 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.425082382382979
16 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.364984865315603
16 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.155131767112872
16 "WALKING_UPSTAIRS" "Body Accelerometer" -0.190164732821503
16 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.380307153725327
16 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.492953784362745
16 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.339589851519608
16 "WALKING_UPSTAIRS" "Body Gyroscope" -0.380642691289869
16 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.400838330064575
16 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.7870365875
16 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.497370902892157
16 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.403749765098039
16 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.284392705882353
17 "LAYING" "Body Accelerometer" -0.707088592430493
17 "LAYING" "Body Accelerometer Jerk" -0.728408691043157
17 "LAYING" "Body Accelerometer Jerk Magnitude" -0.98026973084507
17 "LAYING" "Body Accelerometer Magnitude" -0.952842065669014
17 "LAYING" "Body Gyroscope" -0.731503578170779
17 "LAYING" "Body Gyroscope Jerk" -0.525148044183099
17 "LAYING" "Body Gyroscope Jerk Magnitude" -0.983082374084507
17 "LAYING" "Body Gyroscope Magnitude" -0.962274226091549
17 "LAYING" "Gravity Accelerometer" -0.282896330751174
17 "LAYING" "Gravity Accelerometer Magnitude" -0.950639702323944
17 "SITTING" "Body Accelerometer" -0.719046797874219
17 "SITTING" "Body Accelerometer Jerk" -0.736785498527812
17 "SITTING" "Body Accelerometer Jerk Magnitude" -0.9915020228125
17 "SITTING" "Body Accelerometer Magnitude" -0.969209743046875
17 "SITTING" "Body Gyroscope" -0.741132229473047
17 "SITTING" "Body Gyroscope Jerk" -0.528421752809948
17 "SITTING" "Body Gyroscope Jerk Magnitude" -0.9949026596875
17 "SITTING" "Body Gyroscope Magnitude" -0.975167036132813
17 "SITTING" "Gravity Accelerometer" -0.351210362371094
17 "SITTING" "Gravity Accelerometer Magnitude" -0.96890626875
17 "STANDING" "Body Accelerometer" -0.720898286970716
17 "STANDING" "Body Accelerometer Jerk" -0.736145047047489
17 "STANDING" "Body Accelerometer Jerk Magnitude" -0.990435221826923
17 "STANDING" "Body Accelerometer Magnitude" -0.977371470032051
17 "STANDING" "Body Gyroscope" -0.739537149310171
17 "STANDING" "Body Gyroscope Jerk" -0.52860973025
17 "STANDING" "Body Gyroscope Jerk Magnitude" -0.99273658349359
17 "STANDING" "Body Gyroscope Magnitude" -0.979354991057692
17 "STANDING" "Gravity Accelerometer" -0.41437160525
17 "STANDING" "Gravity Accelerometer Magnitude" -0.976506645641026
17 "WALKING" "Body Accelerometer" -0.157542096611134
17 "WALKING" "Body Accelerometer Jerk" -0.245376111603689
17 "WALKING" "Body Accelerometer Jerk Magnitude" -0.280984201848361
17 "WALKING" "Body Accelerometer Magnitude" -0.401882976434426
17 "WALKING" "Body Gyroscope" -0.334818880570765
17 "WALKING" "Body Gyroscope Jerk" -0.28586460200929
17 "WALKING" "Body Gyroscope Jerk Magnitude" -0.539993317745902
17 "WALKING" "Body Gyroscope Magnitude" -0.497860684221311
17 "WALKING" "Gravity Accelerometer" -0.391430127710382
17 "WALKING" "Gravity Accelerometer Magnitude" -0.306494677295082
17 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.0383081187644928
17 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.237936848962373
17 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.213356823445109
17 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.0591347886916304
17 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.326007768624873
17 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.307651559296304
17 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.588348340652174
17 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.35590912262038
17 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.363487191652174
17 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.120179389634348
17 "WALKING_UPSTAIRS" "Body Accelerometer" -0.0933936247958507
17 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.323971172055035
17 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.38645732734375
17 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.12084569299375
17 "WALKING_UPSTAIRS" "Body Gyroscope" -0.316552737738677
17 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.349967772256806
17 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.678210906354167
17 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.419135011470833
17 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.420731388958333
17 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.0578419790395833
18 "LAYING" "Body Accelerometer" -0.727144852364103
18 "LAYING" "Body Accelerometer Jerk" -0.733469358999397
18 "LAYING" "Body Accelerometer Jerk Magnitude" -0.989026723153846
18 "LAYING" "Body Accelerometer Magnitude" -0.986839420153846
18 "LAYING" "Body Gyroscope" -0.741945679941282
18 "LAYING" "Body Gyroscope Jerk" -0.529595537246154
18 "LAYING" "Body Gyroscope Jerk Magnitude" -0.992471786461538
18 "LAYING" "Body Gyroscope Magnitude" -0.981774914615385
18 "LAYING" "Gravity Accelerometer" -0.310519424564103
18 "LAYING" "Gravity Accelerometer Magnitude" -0.986460392076923
18 "SITTING" "Body Accelerometer" -0.724386780784357
18 "SITTING" "Body Accelerometer Jerk" -0.734296391078972
18 "SITTING" "Body Accelerometer Jerk Magnitude" -0.990620074736842
18 "SITTING" "Body Accelerometer Magnitude" -0.983069264122807
18 "SITTING" "Body Gyroscope" -0.74167345304576
18 "SITTING" "Body Gyroscope Jerk" -0.528116100148538
18 "SITTING" "Body Gyroscope Jerk Magnitude" -0.994879540657895
18 "SITTING" "Body Gyroscope Magnitude" -0.981698885657895
18 "SITTING" "Gravity Accelerometer" -0.292473178435672
18 "SITTING" "Gravity Accelerometer Magnitude" -0.982634718859649
18 "STANDING" "Body Accelerometer" -0.715423843340753
18 "STANDING" "Body Accelerometer Jerk" -0.731413288658784
18 "STANDING" "Body Accelerometer Jerk Magnitude" -0.985811252363014
18 "STANDING" "Body Accelerometer Magnitude" -0.97373888510274
18 "STANDING" "Body Gyroscope" -0.730763975466324
18 "STANDING" "Body Gyroscope Jerk" -0.525332523972603
18 "STANDING" "Body Gyroscope Jerk Magnitude" -0.988643438664384
18 "STANDING" "Body Gyroscope Magnitude" -0.963567490410959
18 "STANDING" "Gravity Accelerometer" -0.376143350041096
18 "STANDING" "Gravity Accelerometer Magnitude" -0.972446520410959
18 "WALKING" "Body Accelerometer" -0.255795689834003
18 "WALKING" "Body Accelerometer Jerk" -0.328688873283333
18 "WALKING" "Body Accelerometer Jerk Magnitude" -0.415794790178571
18 "WALKING" "Body Accelerometer Magnitude" -0.434551083616071
18 "WALKING" "Body Gyroscope" -0.431837928634688
18 "WALKING" "Body Gyroscope Jerk" -0.35443385601869
18 "WALKING" "Body Gyroscope Jerk Magnitude" -0.710770593169643
18 "WALKING" "Body Gyroscope Magnitude" -0.599555195
18 "WALKING" "Gravity Accelerometer" -0.387031594848214
18 "WALKING" "Gravity Accelerometer Magnitude" -0.374127271696429
18 "WALKING_DOWNSTAIRS" "Body Accelerometer" -0.245819184601848
18 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.37331071756197
18 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" -0.404749290740909
18 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" -0.277434797409091
18 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.405781913298621
18 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.371101346584545
18 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.738372359822727
18 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.506899659890909
18 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.359654027133333
18 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" -0.261733110336364
18 "WALKING_UPSTAIRS" "Body Accelerometer" -0.24476631726925
18 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.46925077601681
18 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.585800435560345
18 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.380941970172414
18 "WALKING_UPSTAIRS" "Body Gyroscope" -0.400061456907184
18 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.420084857274483
18 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.826070492586207
18 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.52106011487069
18 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.391839608198276
18 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.32549394137931
19 "LAYING" "Body Accelerometer" -0.719245323051908
19 "LAYING" "Body Accelerometer Jerk" -0.729471782367201
19 "LAYING" "Body Accelerometer Jerk Magnitude" -0.981381595090361
19 "LAYING" "Body Accelerometer Magnitude" -0.966367117801205
19 "LAYING" "Body Gyroscope" -0.731285086667314
19 "LAYING" "Body Gyroscope Jerk" -0.523389565093434
19 "LAYING" "Body Gyroscope Jerk Magnitude" -0.981701581596386
19 "LAYING" "Body Gyroscope Magnitude" -0.958072707048193
19 "LAYING" "Gravity Accelerometer" -0.366924078674699
19 "LAYING" "Gravity Accelerometer Magnitude" -0.964727147951807
19 "SITTING" "Body Accelerometer" -0.708950114356393
19 "SITTING" "Body Accelerometer Jerk" -0.730812023322014
19 "SITTING" "Body Accelerometer Jerk Magnitude" -0.98451702010274
19 "SITTING" "Body Accelerometer Magnitude" -0.957316144623288
19 "SITTING" "Body Gyroscope" -0.726144038644715
19 "SITTING" "Body Gyroscope Jerk" -0.52730411319863
19 "SITTING" "Body Gyroscope Jerk Magnitude" -0.98685636609589
19 "SITTING" "Body Gyroscope Magnitude" -0.951861009383562
19 "SITTING" "Gravity Accelerometer" -0.244813024383562
19 "SITTING" "Gravity Accelerometer Magnitude" -0.956914861438356
19 "STANDING" "Body Accelerometer" -0.710342719374087
19 "STANDING" "Body Accelerometer Jerk" -0.728366773846232
19 "STANDING" "Body Accelerometer Jerk Magnitude" -0.980256080958904
19 "STANDING" "Body Accelerometer Magnitude" -0.96405623140411
19 "STANDING" "Body Gyroscope" -0.721534737930913
19 "STANDING" "Body Gyroscope Jerk" -0.523398816659886
19 "STANDING" "Body Gyroscope Jerk Magnitude" -0.983909064486301
19 "STANDING" "Body Gyroscope Magnitude" -0.943749437671233
19 "STANDING" "Gravity Accelerometer" -0.345318074445205
19 "STANDING" "Gravity Accelerometer Magnitude" -0.961527513013699
19 "WALKING" "Body Accelerometer" -0.00157082183634615
19 "WALKING" "Body Accelerometer Jerk" -0.00507196635502961
19 "WALKING" "Body Accelerometer Jerk Magnitude" 0.0489594758186538
19 "WALKING" "Body Accelerometer Magnitude" -0.0817853874266346
19 "WALKING" "Body Gyroscope" -0.0507729866702564
19 "WALKING" "Body Gyroscope Jerk" -0.0998712678698718
19 "WALKING" "Body Gyroscope Jerk Magnitude" -0.258694753385577
19 "WALKING" "Body Gyroscope Magnitude" -0.0396614231653846
19 "WALKING" "Gravity Accelerometer" -0.372609835724359
19 "WALKING" "Gravity Accelerometer Magnitude" -0.0172876866352885
19 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.287971285193378
19 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" 0.203602440215
19 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.434963432042949
19 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.431894328724359
19 "WALKING_DOWNSTAIRS" "Body Gyroscope" 0.0879309700059829
19 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" 0.0255673542804701
19 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.0306189793775641
19 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" 0.222960568116026
19 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.36269903191782
19 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.529038350858974
19 "WALKING_UPSTAIRS" "Body Accelerometer" -0.04785490641575
19 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.154822137665229
19 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.25507821650375
19 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.152041974193063
19 "WALKING_UPSTAIRS" "Body Gyroscope" -0.175534916629167
19 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.21611722516875
19 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.48641609801875
19 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.2479975586375
19 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.405526269325
19 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.080142817276125
20 "LAYING" "Body Accelerometer" -0.715308664453799
20 "LAYING" "Body Accelerometer Jerk" -0.729445141072067
20 "LAYING" "Body Accelerometer Jerk Magnitude" -0.981023103970588
20 "LAYING" "Body Accelerometer Magnitude" -0.948738431889706
20 "LAYING" "Body Gyroscope" -0.732172953557475
20 "LAYING" "Body Gyroscope Jerk" -0.52612943467402
20 "LAYING" "Body Gyroscope Jerk Magnitude" -0.982733694007353
20 "LAYING" "Body Gyroscope Magnitude" -0.964159781764706
20 "LAYING" "Gravity Accelerometer" -0.335197733085784
20 "LAYING" "Gravity Accelerometer Magnitude" -0.950116285367647
20 "SITTING" "Body Accelerometer" -0.700942873184179
20 "SITTING" "Body Accelerometer Jerk" -0.725723308663068
20 "SITTING" "Body Accelerometer Jerk Magnitude" -0.973910164166667
20 "SITTING" "Body Accelerometer Magnitude" -0.944891688598485
20 "SITTING" "Body Gyroscope" -0.724209812765152
20 "SITTING" "Body Gyroscope Jerk" -0.520025268870455
20 "SITTING" "Body Gyroscope Jerk Magnitude" -0.977355342045455
20 "SITTING" "Body Gyroscope Magnitude" -0.944442292386364
20 "SITTING" "Gravity Accelerometer" -0.289865889307828
20 "SITTING" "Gravity Accelerometer Magnitude" -0.945251035606061
20 "STANDING" "Body Accelerometer" -0.678299869079772
20 "STANDING" "Body Accelerometer Jerk" -0.7073228179035
20 "STANDING" "Body Accelerometer Jerk Magnitude" -0.942778050376712
20 "STANDING" "Body Accelerometer Magnitude" -0.918239106917808
20 "STANDING" "Body Gyroscope" -0.677026448925228
20 "STANDING" "Body Gyroscope Jerk" -0.502504460419635
20 "STANDING" "Body Gyroscope Jerk Magnitude" -0.932772754246575
20 "STANDING" "Body Gyroscope Magnitude" -0.863980865205479
20 "STANDING" "Gravity Accelerometer" -0.367609737447557
20 "STANDING" "Gravity Accelerometer Magnitude" -0.91653947609589
20 "WALKING" "Body Accelerometer" 0.00927878780228758
20 "WALKING" "Body Accelerometer Jerk" -0.0654736696919281
20 "WALKING" "Body Accelerometer Jerk Magnitude" 0.000400640945588236
20 "WALKING" "Body Accelerometer Magnitude" -0.127748883398902
20 "WALKING" "Body Gyroscope" -0.0778269258635784
20 "WALKING" "Body Gyroscope Jerk" -0.130361674429412
20 "WALKING" "Body Gyroscope Jerk Magnitude" -0.174274625195196
20 "WALKING" "Body Gyroscope Magnitude" -0.0540936500339216
20 "WALKING" "Gravity Accelerometer" -0.394298335176471
20 "WALKING" "Gravity Accelerometer Magnitude" -0.0587640556713333
20 "WALKING_DOWNSTAIRS" "Body Accelerometer" 0.122789544377889
20 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk" -0.063783742243387
20 "WALKING_DOWNSTAIRS" "Body Accelerometer Jerk Magnitude" 0.0195695738970556
20 "WALKING_DOWNSTAIRS" "Body Accelerometer Magnitude" 0.136654467808333
20 "WALKING_DOWNSTAIRS" "Body Gyroscope" -0.0437178731604444
20 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk" -0.12420734690037
20 "WALKING_DOWNSTAIRS" "Body Gyroscope Jerk Magnitude" -0.284275265615556
20 "WALKING_DOWNSTAIRS" "Body Gyroscope Magnitude" -0.0472455977198889
20 "WALKING_DOWNSTAIRS" "Gravity Accelerometer" -0.359113501403704
20 "WALKING_DOWNSTAIRS" "Gravity Accelerometer Magnitude" 0.197243974688889
20 "WALKING_UPSTAIRS" "Body Accelerometer" -0.0637403378052941
20 "WALKING_UPSTAIRS" "Body Accelerometer Jerk" -0.244233623944526
20 "WALKING_UPSTAIRS" "Body Accelerometer Jerk Magnitude" -0.247629917634314
20 "WALKING_UPSTAIRS" "Body Accelerometer Magnitude" -0.17869875042549
20 "WALKING_UPSTAIRS" "Body Gyroscope" -0.116572870010605
20 "WALKING_UPSTAIRS" "Body Gyroscope Jerk" -0.223038788442778
20 "WALKING_UPSTAIRS" "Body Gyroscope Jerk Magnitude" -0.44513486877451
20 "WALKING_UPSTAIRS" "Body Gyroscope Magnitude" -0.219793947656863
20 "WALKING_UPSTAIRS" "Gravity Accelerometer" -0.432163370373791
20 "WALKING_UPSTAIRS" "Gravity Accelerometer Magnitude" -0.0947723471058824
21 "LAYING" "Body Accelerometer" -0.703930665236796
